,Date,Open,High,Low,Price,Volume
1034,2020-01-08,1250.0,1261.3,1240.0,1257.05,2299367
1035,2020-01-09,1263.0,1275.8,1263.0,1270.8,143800
1036,2020-01-10,1283.0,1286.9,1275.4,1283.2,147090
1037,2020-01-13,1285.0,1296.6,1277.3,1287.25,4046429
1038,2020-01-14,1293.5,1293.5,1278.0,1289.45,4766929
1039,2020-01-15,1289.45,1289.45,1274.05,1284.05,178511
1040,2020-01-16,1283.0,1291.2,1279.4,1287.6,339085
1041,2020-01-17,1285.0,1285.0,1271.95,1277.85,185105
1042,2020-01-20,1302.75,1303.8,1252.8,1254.9,259242
1043,2020-01-21,1255.0,1255.0,1239.0,1244.15,177060
1044,2020-01-22,1249.0,1255.45,1235.0,1240.35,489687
1045,2020-01-23,1242.0,1246.65,1231.85,1245.0,130687
1046,2020-01-24,1247.7,1254.0,1239.5,1244.15,346362
1047,2020-01-27,1237.0,1237.95,1211.5,1212.9,437154
1048,2020-01-28,1225.9,1227.45,1213.25,1222.85,162574
1049,2020-01-29,1227.0,1242.0,1222.85,1235.95,446105
1050,2020-01-30,1236.0,1239.35,1217.45,1227.1,261904
1051,2020-01-31,1234.9,1237.8,1220.55,1225.7,102936
1052,2020-02-01,1218.25,1227.95,1192.0,1199.0,190380
1053,2020-02-03,1199.1,1199.1,1178.0,1193.0,206699
1054,2020-02-04,1210.0,1233.7,1199.0,1229.25,211614
1055,2020-02-05,1235.0,1248.0,1227.4,1244.2,237226
1056,2020-02-06,1248.0,1248.3,1237.45,1239.85,191275
1057,2020-02-07,1242.15,1246.7,1232.0,1241.9,106272
1058,2020-02-10,1246.7,1246.7,1226.0,1240.2,873512
1059,2020-02-11,1240.1,1255.3,1238.6,1240.05,102899
1060,2020-02-12,1244.0,1252.8,1244.0,1249.05,77888
1061,2020-02-13,1263.8,1263.8,1233.4,1241.2,1851986
1062,2020-02-14,1243.2,1249.0,1215.0,1219.25,229943
1063,2020-02-17,1225.8,1232.8,1214.05,1216.8,108348
1064,2020-02-18,1215.0,1218.0,1204.0,1213.55,102598
1065,2020-02-19,1216.0,1229.7,1214.1,1226.1,92646
1066,2020-02-20,1228.0,1228.95,1214.35,1217.3,115183
1067,2020-02-24,1214.0,1214.0,1200.3,1210.0,473035
1068,2020-02-25,1210.0,1210.0,1198.0,1200.25,119546
1069,2020-02-26,1200.0,1204.2,1186.0,1199.65,467136
1070,2020-02-27,1200.0,1202.5,1181.0,1199.35,933802
1071,2020-02-28,1179.8,1184.85,1170.1,1177.6,298612
1072,2020-03-02,1195.0,1200.05,1167.0,1182.15,478321
1073,2020-03-03,1180.0,1185.7,1168.15,1181.3,600004
1074,2020-03-04,1179.0,1179.95,1133.3,1148.95,421145
1075,2020-03-05,1154.0,1164.45,1145.0,1151.65,1468666
1076,2020-03-06,1130.0,1141.3,1101.5,1134.85,517037
1077,2020-03-09,1115.0,1117.7,1065.75,1100.5,2397687
1078,2020-03-11,1110.0,1120.0,1093.05,1112.75,4093148
1079,2020-03-12,1075.0,1078.9,1003.55,1021.7,1060386
1080,2020-03-13,977.0,1081.35,919.55,1071.15,3128531
1081,2020-03-16,1034.9,1036.85,995.1,999.05,616555
1082,2020-03-17,1002.0,1012.85,955.0,975.25,998545
1083,2020-03-18,990.0,992.75,865.1,878.5,918511
1084,2020-03-19,850.0,919.25,795.15,894.8,1214435
1085,2020-03-20,876.0,914.5,824.55,882.4,1692006
1086,2020-03-23,815.0,841.7,760.0,770.5,1978025
1087,2020-03-24,800.0,825.0,738.9,765.45,2129197
1088,2020-03-25,770.0,867.95,755.7,855.55,2434775
1089,2020-03-26,874.5,941.1,841.15,913.4,1159169
1090,2020-03-27,945.0,988.15,872.55,905.05,1519252
1091,2020-03-30,894.9,894.9,828.25,833.0,909866
1092,2020-03-31,857.0,873.0,838.0,862.0,2322469
1093,2020-04-01,869.9,869.9,820.0,829.7,737855
1094,2020-04-03,841.0,846.55,810.0,813.5,610898
1095,2020-04-07,876.0,906.05,846.0,896.35,1172817
1096,2020-04-08,887.5,945.0,866.7,888.95,1022837
1097,2020-04-09,911.1,930.1,890.3,924.3,799130
1098,2020-04-13,939.0,945.7,887.0,895.45,700611
1099,2020-04-15,929.0,929.75,843.35,863.45,1124232
1100,2020-04-16,863.0,889.6,856.1,881.05,806676
1101,2020-04-17,912.85,920.85,887.9,910.4,2840770
1102,2020-04-20,952.25,960.85,936.1,946.0,2003508
1103,2020-04-21,928.0,934.35,908.2,920.75,613947
1104,2020-04-22,918.0,932.65,907.3,928.4,429763
1105,2020-04-23,938.8,958.5,913.3,954.75,790591
1106,2020-04-24,935.0,957.95,926.1,937.65,535291
1107,2020-04-27,940.55,957.6,926.75,929.85,411563
1108,2020-04-28,941.7,943.1,922.6,931.4,571379
1109,2020-04-29,940.0,992.4,933.0,976.75,926910
1110,2020-04-30,1001.0,1018.9,992.25,1001.75,728396
1111,2020-05-04,964.0,964.0,918.0,923.05,680150
1112,2020-05-05,939.0,944.4,908.0,911.65,598519
1113,2020-05-06,919.7,950.0,905.0,946.3,893645
1114,2020-05-07,945.0,945.0,922.8,924.95,333934
1115,2020-05-08,942.0,943.05,926.0,928.95,543855
1116,2020-05-11,939.0,954.0,914.3,915.95,2910463
1117,2020-05-12,901.45,909.0,871.55,901.15,1408286
1118,2020-05-13,964.0,964.0,922.15,927.45,682671
1119,2020-05-14,899.8,910.5,890.0,893.9,566461
1120,2020-05-15,898.0,898.0,875.5,888.2,649460
1121,2020-05-18,888.6,888.6,831.25,836.4,1390096
1122,2020-05-19,858.7,867.25,826.0,831.5,770197
1123,2020-05-20,835.4,864.0,832.55,858.0,601130
1124,2020-05-21,861.2,884.05,852.4,859.8,1357769
1125,2020-05-22,850.1,870.35,833.3,838.9,898221
1126,2020-05-26,850.0,871.8,848.9,853.35,1235077
1127,2020-05-27,861.0,908.05,857.35,903.8,878059
1128,2020-05-28,917.6,950.0,913.5,945.05,1453812
1129,2020-05-29,948.0,955.0,923.45,951.25,1724302
1130,2020-06-01,970.0,995.0,968.5,986.9,577537
1131,2020-06-02,988.0,1005.0,975.4,1000.9,685663
1132,2020-06-03,1010.0,1045.0,1010.0,1022.1,630019
1133,2020-06-04,1026.0,1039.45,991.15,1003.25,793208
1134,2020-06-05,1003.0,1041.8,1002.35,1034.75,572133
1135,2020-06-08,1051.0,1066.8,1006.6,1015.45,1677455
1136,2020-06-09,1023.9,1025.0,979.35,986.95,706114
1137,2020-06-10,988.2,1000.0,978.4,991.8,1176521
1138,2020-06-11,989.0,989.0,965.1,968.65,494738
1139,2020-06-12,929.0,986.45,928.0,983.0,737606
1140,2020-06-15,972.4,973.3,942.65,950.8,922866
1141,2020-06-16,973.0,993.45,952.05,990.35,1421931
1142,2020-06-17,986.55,998.45,974.05,980.9,822825
1143,2020-06-18,980.0,1024.9,972.25,1019.75,1170646
1144,2020-06-19,1022.0,1042.7,1013.15,1033.65,717999
1145,2020-06-22,1023.0,1045.2,1023.0,1028.5,763426
1146,2020-06-23,1035.0,1045.0,1016.35,1040.85,621513
1147,2020-06-24,1045.85,1057.65,1029.7,1032.4,570032
1148,2020-06-25,1015.0,1049.0,1007.25,1028.95,807420
1149,2020-06-26,1040.0,1062.5,1027.65,1055.6,601584
1150,2020-06-29,1033.0,1082.0,1033.0,1076.4,1727403
1151,2020-06-30,1077.9,1078.75,1056.3,1065.7,435278
1152,2020-07-01,1065.7,1095.9,1061.55,1085.65,907347
1153,2020-07-02,1091.0,1110.75,1085.5,1089.7,560092
1154,2020-07-03,1090.7,1100.0,1069.8,1074.2,454526
1155,2020-07-06,1106.1,1118.85,1100.0,1102.95,912240
1156,2020-07-07,1106.05,1111.75,1093.15,1105.0,334941
1157,2020-07-08,1105.0,1124.35,1105.0,1109.35,333288
1158,2020-07-09,1115.05,1130.0,1107.15,1125.7,253015
1159,2020-07-10,1122.0,1122.0,1100.0,1105.35,277259
1160,2020-07-13,1109.0,1114.05,1071.2,1080.4,637536
1161,2020-07-14,1064.0,1069.95,1050.0,1059.2,670927
1162,2020-07-15,1066.15,1078.95,1050.35,1052.7,696569
1163,2020-07-16,1052.7,1065.55,1034.4,1062.35,319847
1164,2020-07-17,1061.45,1103.85,1059.0,1099.15,1025663
1165,2020-07-20,1142.0,1152.65,1124.65,1132.8,2047875
1166,2020-07-21,1150.0,1157.85,1135.0,1139.6,840228
1167,2020-07-22,1140.0,1141.55,1118.0,1126.4,665550
1168,2020-07-23,1125.0,1143.3,1116.45,1130.7,455724
1169,2020-07-24,1121.0,1122.25,1101.45,1118.8,687842
1170,2020-07-27,1097.85,1101.4,1075.8,1079.05,721096
1171,2020-07-28,1079.05,1094.25,1059.3,1086.25,440647
1172,2020-07-29,1083.8,1088.4,1056.0,1065.2,662076
1173,2020-07-30,1071.2,1083.35,1047.0,1050.45,907461
1174,2020-07-31,1053.55,1056.25,1020.6,1032.65,804138
1175,2020-08-03,1030.0,1030.0,994.0,1001.95,669872
1176,2020-08-04,1005.9,1059.9,1003.1,1041.4,1061469
1177,2020-08-05,1050.8,1055.6,1020.0,1027.85,483496
1178,2020-08-06,1040.0,1054.6,1026.65,1040.55,851351
1179,2020-08-07,1036.0,1047.0,1022.5,1044.0,599185
1180,2020-08-10,1041.7,1064.1,1041.7,1051.0,697679
1181,2020-08-11,1051.0,1071.0,1049.0,1067.6,781388
1182,2020-08-12,1064.0,1066.0,1048.4,1063.75,382900
1183,2020-08-13,1065.35,1071.0,1056.55,1058.95,428632
1184,2020-08-14,1068.0,1068.0,1027.6,1034.45,564768
1185,2020-08-17,1045.05,1050.0,1020.5,1033.55,535483
1186,2020-08-18,1028.1,1061.0,1021.45,1056.45,897580
1187,2020-08-19,1062.6,1069.7,1056.4,1067.4,361979
1188,2020-08-20,1054.0,1067.35,1052.35,1058.6,502138
1189,2020-08-21,1060.25,1088.25,1060.25,1085.7,441279
1190,2020-08-24,1086.0,1122.55,1086.0,1116.8,854057
1191,2020-08-25,1120.0,1127.5,1107.0,1119.85,323376
1192,2020-08-26,1120.05,1131.5,1109.6,1117.7,414800
1193,2020-08-27,1128.0,1129.65,1106.1,1111.95,202887
1194,2020-08-28,1111.95,1124.95,1095.05,1115.0,462555
1195,2020-08-31,1125.2,1148.0,1100.75,1115.2,1154504
1196,2020-09-01,1122.0,1143.55,1109.05,1127.35,402661
1197,2020-09-02,1122.05,1138.55,1120.35,1134.2,358167
1198,2020-09-03,1135.0,1145.75,1128.1,1130.7,247928
1199,2020-09-04,1106.0,1124.5,1104.55,1119.8,244820
1200,2020-09-07,1088.1,1119.95,1088.1,1109.3,334506
1201,2020-09-08,1115.8,1119.0,1104.25,1112.05,451864
1202,2020-09-09,1101.0,1111.05,1091.7,1095.7,200800
1203,2020-09-10,1105.0,1105.0,1084.0,1090.65,207916
1204,2020-09-11,1094.0,1104.95,1071.1,1078.5,342173
1205,2020-09-14,1090.0,1093.9,1053.2,1057.9,276013
1206,2020-09-15,1066.0,1076.0,1058.4,1070.9,207577
1207,2020-09-16,1069.75,1095.5,1069.75,1093.5,531136
1208,2020-09-17,1088.0,1094.35,1077.85,1083.25,612290
1209,2020-09-18,1090.0,1092.15,1047.3,1057.4,275132
1210,2020-09-21,1052.0,1071.2,1041.15,1048.7,495062
1211,2020-09-22,1050.0,1058.0,1030.0,1036.0,249691
1212,2020-09-23,1040.0,1055.0,1034.65,1047.55,361101
1213,2020-09-24,1036.5,1045.05,1025.15,1029.95,308801
1214,2020-09-25,1053.0,1053.0,1026.25,1044.05,275377
1215,2020-09-28,1050.0,1059.0,1042.9,1054.05,1177774
1216,2020-09-29,1058.9,1069.9,1051.0,1062.5,125794
1217,2020-09-30,1055.1,1086.55,1052.55,1079.2,278072
1218,2020-10-01,1085.0,1109.75,1085.0,1106.6,512547
1219,2020-10-05,1111.0,1131.45,1110.65,1114.15,258318
1220,2020-10-06,1131.7,1148.0,1126.3,1144.2,254503
1221,2020-10-07,1145.0,1164.75,1137.5,1162.0,518314
1222,2020-10-08,1175.55,1203.0,1165.0,1191.9,665198
1223,2020-10-09,1200.0,1236.95,1191.9,1233.7,1151656
1224,2020-10-12,1235.0,1242.5,1206.0,1213.4,2023511
1225,2020-10-13,1214.15,1221.5,1195.1,1198.15,201283
1226,2020-10-14,1193.3,1214.8,1175.85,1210.85,246863
1227,2020-10-15,1214.8,1216.45,1164.4,1169.15,382299
1228,2020-10-16,1182.0,1203.0,1172.95,1199.0,401346
1229,2020-10-19,1220.0,1228.8,1193.0,1203.35,820336
1230,2020-10-20,1212.0,1227.0,1205.35,1224.15,479257
1231,2020-10-21,1231.0,1250.5,1222.2,1247.05,750877
1232,2020-10-22,1242.0,1250.0,1223.0,1232.95,225318
1233,2020-10-23,1240.0,1248.0,1231.45,1235.7,117784
1234,2020-10-26,1232.0,1242.1,1205.0,1213.0,194420
1235,2020-10-27,1221.1,1235.95,1198.0,1233.3,352075
1236,2020-10-28,1230.0,1231.7,1201.35,1205.35,735522
1237,2020-10-29,1202.0,1204.0,1178.8,1188.05,220704
1238,2020-10-30,1184.0,1199.25,1176.55,1183.45,202973
1239,2020-11-02,1195.0,1224.9,1177.25,1215.5,333222
1240,2020-11-03,1225.0,1250.0,1224.95,1248.15,569341
1241,2020-11-04,1249.05,1264.55,1235.25,1257.5,487692
1242,2020-11-05,1264.0,1276.1,1259.9,1269.55,515534
1243,2020-11-06,1260.0,1309.95,1260.0,1307.75,806794
1244,2020-11-09,1311.7,1345.7,1311.7,1340.9,684306
1245,2020-11-10,1351.0,1395.0,1351.0,1393.6,817097
1246,2020-11-11,1400.0,1415.0,1370.55,1389.7,470595
1247,2020-11-12,1350.0,1388.35,1350.0,1371.9,552494
1248,2020-11-13,1369.4,1369.4,1346.7,1359.0,592025
1249,2020-11-14,1370.0,1374.95,1366.0,1369.65,65892
1250,2020-11-17,1386.55,1412.35,1380.8,1408.2,474107
1251,2020-11-18,1411.0,1418.85,1399.7,1408.5,502607
1252,2020-11-19,1400.0,1400.0,1368.0,1374.3,333963
1253,2020-11-20,1374.0,1408.0,1365.65,1403.85,256475
1254,2020-11-23,1412.0,1422.0,1375.25,1394.85,435408
1255,2020-11-24,1407.2,1445.0,1407.0,1438.65,644606
1256,2020-11-25,1450.0,1464.0,1397.25,1402.65,521830
1257,2020-11-26,1415.65,1432.0,1387.15,1426.45,513010
1258,2020-11-27,1433.45,1446.0,1415.6,1440.7,273238
1259,2020-12-01,1440.0,1448.85,1426.8,1433.55,143290
1260,2020-12-02,1432.0,1432.0,1395.45,1406.95,284792
1261,2020-12-03,1420.1,1431.6,1374.25,1377.05,735561
1262,2020-12-04,1377.0,1401.0,1373.4,1385.15,397444
1263,2020-12-07,1377.0,1379.4,1358.15,1372.15,502277
1264,2020-12-08,1377.0,1388.7,1365.55,1376.25,284977
1265,2020-12-09,1380.0,1409.9,1376.3,1405.85,408109
1266,2020-12-10,1402.0,1402.0,1375.6,1385.85,357530
1267,2020-12-11,1386.4,1395.3,1373.3,1382.2,432604
1268,2020-12-14,1382.0,1387.85,1367.75,1369.8,324067
1269,2020-12-15,1383.0,1395.0,1365.05,1390.4,278563
1270,2020-12-16,1400.0,1416.6,1394.9,1410.75,339891
1271,2020-12-17,1415.0,1444.0,1404.5,1441.4,620443
1272,2020-12-18,1435.0,1438.7,1405.65,1411.25,241345
1273,2020-12-21,1414.5,1423.8,1366.3,1372.4,450628
1274,2020-12-22,1376.0,1387.05,1345.45,1373.5,973870
1275,2020-12-23,1375.0,1381.1,1361.05,1375.75,390937
1276,2020-12-24,1387.1,1403.6,1377.0,1396.9,529123
1277,2020-12-28,1404.45,1421.15,1404.0,1412.9,221315
1278,2020-12-29,1417.3,1434.3,1417.3,1427.1,328020
1279,2020-12-30,1439.7,1439.7,1413.45,1432.85,215072
1280,2020-12-31,1433.05,1443.65,1425.0,1436.75,361540
1281,2021-01-01,1438.0,1443.15,1420.6,1424.85,207953
1282,2021-01-04,1437.35,1438.95,1399.0,1416.15,221349
1283,2021-01-05,1416.15,1430.0,1408.75,1426.2,301154
1284,2021-01-06,1448.8,1448.8,1413.55,1420.1,301131
1285,2021-01-07,1429.0,1432.0,1413.0,1416.4,164225
1286,2021-01-08,1431.0,1442.0,1423.35,1431.85,369997
1287,2021-01-11,1450.6,1465.0,1436.0,1450.8,500312
1288,2021-01-12,1450.15,1487.5,1449.55,1481.3,351771
1289,2021-01-13,1490.1,1494.0,1461.9,1470.95,290859
1290,2021-01-14,1473.0,1488.0,1456.0,1468.05,225646
1291,2021-01-15,1474.0,1474.0,1445.5,1466.35,236472
1292,2021-01-18,1472.8,1503.0,1467.95,1483.2,804650
1293,2021-01-19,1492.8,1511.0,1466.75,1503.4,714226
1294,2021-01-20,1504.95,1504.95,1486.5,1490.95,189056
1295,2021-01-21,1496.0,1496.05,1468.8,1473.9,1307764
1296,2021-01-22,1465.15,1468.25,1440.7,1443.65,165219
1297,2021-01-25,1466.0,1480.7,1455.15,1462.4,274577
1298,2021-01-27,1468.0,1471.5,1406.25,1409.8,226598
1299,2021-01-28,1388.0,1400.0,1342.0,1370.2,608749
1300,2021-01-29,1394.45,1408.8,1364.65,1390.8,262723
1301,2021-02-01,1400.0,1482.0,1400.0,1477.2,568212
1302,2021-02-02,1500.0,1578.0,1498.8,1560.4,1041906
1303,2021-02-03,1578.4,1581.4,1542.2,1575.2,371621
1304,2021-02-04,1564.15,1587.8,1543.45,1578.15,322482
1305,2021-02-05,1578.15,1618.4,1550.75,1596.85,343283
1306,2021-02-08,1616.0,1631.6,1595.6,1604.8,284156
1307,2021-02-09,1604.3,1627.8,1586.9,1612.05,256103
1308,2021-02-10,1609.0,1614.5,1567.1,1583.5,304555
1309,2021-02-11,1578.7,1594.95,1565.0,1572.4,253454
1310,2021-02-12,1572.4,1592.3,1572.4,1582.3,192602
1311,2021-02-15,1598.0,1625.0,1596.8,1616.35,416225
1312,2021-02-16,1625.0,1641.3,1608.1,1626.6,306528
1313,2021-02-17,1616.8,1621.75,1584.0,1586.3,343116
1314,2021-02-18,1606.05,1606.05,1548.1,1554.3,234099
1315,2021-02-19,1545.0,1563.75,1533.0,1538.8,205584
1316,2021-02-22,1541.0,1573.8,1539.1,1548.65,259509
1317,2021-02-23,1559.0,1559.0,1523.0,1529.15,258052
1318,2021-02-24,1517.0,1650.0,1517.0,1606.25,1879382
1319,2021-02-25,1622.0,1635.8,1601.4,1605.75,322733
1320,2021-02-26,1583.1,1588.15,1521.5,1534.35,438602
1321,2021-03-01,1568.3,1573.0,1541.15,1558.7,140759
1322,2021-03-02,1578.0,1587.0,1550.9,1566.4,183337
1323,2021-03-03,1582.0,1595.7,1565.45,1586.45,156682
1324,2021-03-04,1550.0,1570.7,1540.0,1553.2,1345946
1325,2021-03-05,1531.8,1545.45,1520.65,1529.65,323365
1326,2021-03-08,1541.0,1555.5,1512.65,1519.4,192563
1327,2021-03-09,1540.0,1565.0,1539.95,1562.65,220421
1328,2021-03-10,1570.0,1575.35,1552.45,1555.8,252386
1329,2021-03-12,1577.0,1591.75,1535.65,1551.65,372413
1330,2021-03-15,1548.05,1548.05,1515.65,1529.15,133928
1331,2021-03-16,1529.0,1540.0,1509.5,1512.8,277382
1332,2021-03-17,1518.0,1538.65,1490.0,1495.65,329993
1333,2021-03-18,1508.0,1521.8,1481.15,1490.35,284777
1334,2021-03-19,1485.0,1510.75,1474.35,1497.1,313921
1335,2021-03-22,1497.1,1497.1,1460.25,1469.3,241211
1336,2021-03-23,1475.0,1507.0,1469.35,1500.35,354818
1337,2021-03-24,1494.0,1506.45,1471.0,1479.95,424751
1338,2021-03-25,1482.5,1495.2,1450.1,1464.65,412151
1339,2021-03-26,1492.0,1499.0,1474.0,1492.2,260782
1340,2021-03-30,1504.25,1561.45,1495.2,1553.55,583033
1341,2021-03-31,1549.0,1549.0,1487.5,1493.55,411553
1342,2021-04-01,1502.0,1502.0,1469.85,1486.5,381560
1343,2021-04-05,1484.65,1484.65,1431.0,1449.0,261180
1344,2021-04-06,1455.0,1462.75,1433.5,1440.95,295274
1345,2021-04-07,1437.35,1456.5,1422.05,1447.35,369897
1346,2021-04-08,1450.35,1460.6,1430.0,1433.55,412114
1347,2021-04-09,1428.5,1431.55,1415.0,1421.65,572144
1348,2021-04-12,1399.65,1399.65,1353.1,1366.6,283656
1349,2021-04-13,1369.0,1406.3,1360.75,1400.3,231654
1350,2021-04-15,1401.0,1437.2,1392.55,1430.15,276582
1351,2021-04-16,1435.0,1444.95,1423.4,1428.45,306955
1352,2021-04-19,1395.0,1417.3,1372.65,1411.9,296637
1353,2021-04-20,1429.5,1429.5,1384.4,1390.75,311966
1354,2021-04-22,1384.0,1426.9,1371.0,1422.05,276544
1355,2021-04-23,1411.5,1434.65,1400.05,1414.3,404225
